,Daily Returns,Total Returns,Funds,Margin,Portfolio Value,AAPL Position,AAPL Order,AAPL Filled Order,AAPL Trade Price,AAPL Cost to Trade,AAPL PnL,IBM Position,IBM Order,IBM Filled Order,IBM Trade Price,IBM Cost to Trade,IBM PnL,GOOG Position,GOOG Order,GOOG Filled Order,GOOG Trade Price,GOOG Cost to Trade,GOOG PnL,C Position,C Order,C Filled Order,C Trade Price,C Cost to Trade,C PnL
2015-11-16,-0.7230352728100022,10.547754277454978,504291.24277455016,521206.4,1105477.5427745502,65,-14,-14,111.379997,3.710002099999963,102.45027190000057,598,10,10,131.79,1.6749999999999545,1170.0050000000049,-715,-25,-25,715.6,20.52500000000009,-8606.925000000027,218,-26,-26,52.96,3.7829999999999218,104.11699999999918
2015-11-13,0.8674228980200016,11.27078955026498,501865.9558186502,494730.0,1112707.8955026502,79,-32,-32,115.199997,5.071996800000034,-288.7325197999998,588,-13,-13,132.95,2.3984999999998875,-762.0884999999953,-690,-4,-4,729.17,2.23199999999988,9808.228000000012,244,-28,-28,53.17,4.297999999999991,-83.17799999999976
2015-11-12,0.11484700388499619,10.403366652244978,495382.36641145014,501623.78,1104033.66652245,111,-37,-37,116.260002,7.788498150000177,-45.528461150000126,601,-14,-14,134.7,2.5900000000001118,-1197.0500000000113,-686,-11,-11,731.0,7.02349999999999,2805.1964999999723,272,-41,-41,54.52,6.887999999999912,-414.1479999999991
2015-11-11,-0.5456030612999945,10.288519648359982,493053.9163356002,496395.0,1102885.1964836002,148,-50,-50,116.370003,10.025005000000249,-127.70411300000157,615,-48,-48,136.09,8.687999999999466,-255.67799999999232,-675,5,5,732.46,3.52250000000015,-4803.222499999951,313,-76,-76,56.12,12.04600000000017,-269.4259999999997
2015-11-10,-0.31514345040000447,10.834122709659974,483771.5576906002,495257.60000000003,1108341.2270966,198,-40,-40,116.900002,7.51998999999978,-906.7205039999975,663,-23,-23,135.36,5.979999999999922,101.24999999999808,-680,-19,-19,724.4,16.41600000000019,-2358.126000000044,389,-68,-68,55.53,10.607999999999823,12.161999999998752
2015-11-09,0.3589899031000007,11.149266160059979,478342.7616006002,479152.29,1111492.6616006002,238,-44,-44,120.959999,7.017989000000023,-128.03746899999987,686,-31,-31,137.92,5.704000000000098,-2032.773999999999,-661,-8,-8,730.2,4.159999999999672,5830.430000000004,457,-67,-67,55.92,9.949499999999805,-79.71949999999796
2015-11-06,-0.1772316904299984,10.79027625695998,469168.9931336002,479145.27999999997,1107902.7625696003,282,-33,-33,121.110001,7.441503299999884,38.308595700000424,717,-6,-6,138.6,1.4249999999999319,-1185.04499999999,-653,-11,-11,731.5,6.60549999999987,-1642.885499999994,524,-78,-78,55.77,10.334999999999912,1017.305
2015-11-05,-0.34798402187999977,10.967507947389977,470669.53010390024,469462.5,1109675.0794739001,315,-48,-48,121.849998,10.079992799999719,-357.4807188000021,723,-49,-49,141.61,8.207499999999778,-1267.2075000000054,-642,10,10,729.47,6.599999999999454,-2036.0799999999908,602,-61,-61,53.78,8.662000000000099,180.92800000000028
2015-11-04,-0.4470719173850023,11.315491969269976,457080.98969270027,474727.72000000003,1113154.9196927003,363,-57,-57,123.129997,13.651502849999726,-188.6416738499967,772,-42,-42,142.55,10.290000000000429,-175.14999999999975,-652,-17,-17,722.0,10.140499999999474,-3892.2605000000285,663,-62,-62,54.37,8.897000000000101,-214.6669999999989
2015-11-03,0.13257040490000144,11.762563886654979,457009.3188665502,458571.6,1117625.6388665503,420,-49,-49,120.790001,9.187500000000279,555.5025489999939,814,-31,-31,140.02,4.572500000000423,1213.7174999999922,-635,7,7,718.86,6.219499999999994,-657.2194999999709,725,-63,-63,53.56,8.536499999999936,213.7034999999991
2015-11-02,-0.5002812376800051,11.62999348175498,448387.4048175504,462952.62,1116299.9348175505,469,-44,-44,120.800003,8.294008799999938,836.8261232000035,845,-25,-25,140.5,4.287500000000364,251.2624999999926,-642,-17,-17,711.06,8.457500000000618,-6616.8075000000445,788,-43,-43,53.45,6.2134999999999705,525.9064999999974
2015-10-30,0.24771324442500117,12.130274719434983,443539.1271943503,444256.24999999994,1121302.7471943502,513,-55,-55,120.989998,12.155013749999696,-515.2445557500018,870,-15,-15,140.44,2.850000000000051,-413.3999999999993,-625,-2,-2,715.73,1.0250000000000454,3815.3450000000084,831,-29,-29,53.75,4.9880000000000795,-409.5679999999957
2015-10-29,-0.30273143757499477,11.882561475009984,441188.38531810034,446641.16,1118825.6147501003,568,-47,-47,118.699997,12.314011750000258,676.5771242499994,885,-36,-36,140.36,10.313999999999828,-275.03400000000084,-623,-1,-1,710.5,0.5950000000000045,-2476.354999999946,860,-73,-73,54.5,15.512499999999793,-952.5024999999998
2015-10-28,0.4836240759599976,12.185292912584979,431270.7409708503,443454.9,1121852.9291258503,615,-16,-16,116.93,3.6400024000000486,2937.2362596,921,38,38,137.92,16.14999999999957,2716.94,-622,-14,-14,707.33,7.748999999999478,-2798.1090000000218,933,-19,-19,52.86,2.5364999999999345,1980.1734999999976
2015-10-27,-0.3435302308250007,11.70166883662498,443508.37647325033,430761.92,1117016.6883662504,631,-55,-55,115.400002,14.327497250000107,-468.35480825000013,883,-85,-85,143.51,16.10749999999888,-5150.257499999984,-608,24,24,707.38,23.867999999999846,2714.0519999999774,952,-101,-101,52.71,14.342000000000162,-530.7420000000001
2015-10-26,-1.1117057558299994,12.045199067449985,410099.9613605003,450476.95999999996,1120451.9906745004,686,-6,-6,118.08000200000001,1.4700002999999584,-2614.2720583000023,968,35,35,144.75,6.632499999999538,-996.4425000000092,-632,-71,-71,701.55,108.27499999999677,-6953.184999999983,1053,18,18,53.23,2.4480000000000244,-553.1580000000012
2015-10-23,-3.2462005891900017,13.15690482327998,436228.84684880025,393822.0,1131569.0482328003,692,-89,-89,116.699997,15.13000890000013,2569.0311081000045,933,-94,-94,144.61,25.61500000000128,573.735000000003,-561,113,113,727.5,89.21349999999465,-36812.25350000002,1035,-107,-107,53.0,14.498499999999892,1207.4815000000028
2015-10-22,-0.07204275687499534,16.40310541246998,433433.56412470015,439306.45999999996,1164031.0541247004,781,-27,-27,114.33000200000001,5.2380067499998235,1369.0904312500002,1027,-6,-6,141.74,1.6080000000000383,3258.9020000000164,-674,-14,-14,646.7,11.297999999999911,-6141.357999999966,1142,12,12,52.18,2.022000000000003,792.9379999999952
2015-10-21,0.42255551608999703,16.47514816934498,429362.34007745027,424122.60000000003,1164751.4816934501,808,-39,-39,114.0,10.432496099999833,-9.538339100002839,1033,21,21,140.25,4.840500000000253,292.5895000000006,-660,-16,-16,654.15,18.01599999999926,5106.103999999974,1130,-15,-15,52.99,1.950000000000017,-1163.6000000000013
2015-10-20,0.30229529662500304,16.052592653254983,424830.05907355034,418780.32,1160525.9265325502,847,-65,-65,111.339996,11.82999674999978,1690.6944662500064,1012,-19,-19,142.49,3.4104999999999226,-8814.240500000013,-644,-3,-3,664.04,1.385999999999899,10180.514000000032,1145,-78,-78,52.86,11.114999999999757,-34.0149999999952
2015-10-19,-0.292588512919998,15.75029735662998,416448.95083030034,426970.10000000003,1157502.9735663002,912,-24,-24,110.800003,4.1640012000001665,619.3578707999932,1031,-31,-31,149.85,6.10700000000026,-1229.1169999999872,-641,-16,-16,661.18,7.816000000000349,-2524.0359999999873,1223,0,0,52.36,0.0,207.91000000000207
2015-10-16,-0.11009435780000365,16.042885869549977,416078.8677595002,413875.0,1160428.8586955,936,-39,-39,111.779999,7.039500000000027,-777.6795779999933,1062,-44,-44,150.45,10.25200000000043,324.18799999998083,-625,10,10,664.11,5.334999999999809,-316.5350000000228,1223,-69,-69,53.34,14.007000000000106,-330.9170000000012
2015-10-15,-0.19991495153500113,16.152980227349982,406816.22129850026,420204.9,1161529.8022735002,975,-33,-33,110.93,6.533998350000065,1625.977984650001,1106,-49,-49,150.91,8.893500000000268,123.68650000001387,-635,-14,-14,654.66,8.778000000000612,-6678.078000000026,1292,-23,-23,51.83,3.266000000000037,2929.2639999999997
2015-10-14,-0.1108534013300035,16.352895178884985,405562.46279685013,404370.36,1163528.9517888501,1008,-18,-18,111.290001,3.3929973000000926,-1605.0350133000077,1155,-9,-9,149.6,1.6200000000001125,448.64999999998406,-621,9,9,653.21,7.496999999999526,692.2529999999914,1315,13,13,51.07,1.8719999999999601,-644.4020000000025
2015-10-13,-0.5169677948599972,16.46374858021499,409687.8447761502,410949.0,1164637.48580215,1026,14,14,110.82,2.316998600000085,203.5460514000045,1164,0,0,150.78,0.0,-1769.2799999999788,-630,7,7,643.15,4.021500000000242,-3526.2814999999973,1302,45,45,50.85,5.872499999999839,-77.66250000000025
2015-10-12,-0.40596380605999643,16.980716375074987,410388.1757747502,411928.79,1169807.1637507502,1012,-12,-12,112.730003,2.8740005999999427,-521.7990605999975,1164,9,9,152.4,1.7459999999999467,-1456.8360000000002,-637,3,3,642.09,1.900500000000011,-1946.5604999999653,1257,65,65,51.36,10.042499999999826,-134.44250000000142
2015-10-09,-0.03700839298000448,17.38668018113498,414510.90873935027,411910.4,1173866.8018113503,1024,-12,-12,110.0,2.3880017999999383,2686.495070199997,1155,-41,-41,152.46,11.746499999999806,122.68349999998341,-640,5,5,640.0,5.222500000000309,-2857.4225000000297,1192,0,0,51.82,0.0,-321.83999999999526
2015-10-08,0.360982721690002,17.423688574114987,402005.00574115023,412258.19999999995,1174236.8857411502,1036,-54,-54,110.190002,11.771981100000085,-1369.710783100004,1196,-56,-56,149.69,10.836000000000332,2586.0039999999967,-645,-28,-28,641.36,28.64400000000005,2007.3560000000293,1192,-19,-19,51.09,2.812000000000035,386.17799999999806
2015-10-07,0.33770330855500375,17.062705852424987,394989.6196142502,396336.12,1170627.0585242503,1090,-89,-89,111.739998,17.666504449999856,-557.0954144499879,1252,-61,-61,150.04,11.162999999999904,1705.8170000000023,-617,-1,-1,649.24,0.7359999999999672,1903.4240000000254,1211,-35,-35,51.48,4.672499999999879,324.88749999999743
2015-10-06,-0.23239272521000093,16.725002543869977,387586.7977967002,397591.04000000004,1167250.0254387003,1179,-34,-34,110.629997,7.310005100000007,612.4587478999875,1313,-21,-21,149.06,6.373499999999813,-347.3334999999876,-616,-5,-5,638.84,4.5024999999997135,-2463.1725000000165,1246,32,32,51.05,4.799999999999909,-125.87999999999285
2015-10-05,-0.11920975732500713,16.957395269079978,393904.3839038002,391938.17000000004,1169573.9526908002,1213,15,15,109.879997,4.094999250000072,488.6074267500007,1334,17,17,145.82,5.12550000000017,5923.434499999973,-611,35,35,632.0,45.86750000000086,-9120.177500000038,1214,52,52,50.4,10.841999999999967,1516.037999999993
2015-10-02,-0.7252885506249995,17.07660502640499,410639.8538580502,404983.86,1170766.0502640503,1198,65,65,108.010002,14.007516249999782,1046.4364937499956,1317,108,108,141.05,32.83200000000083,1545.3180000000098,-646,27,27,607.2,19.22399999999909,-9999.314000000004,1162,134,134,48.51,18.626000000000197,154.67400000000248
2015-10-01,-0.40996754314999934,17.80189357702999,421509.7135043002,411398.17,1178018.9357703002,1133,65,65,109.07,15.632493499999654,-751.4434314999949,1209,56,56,145.31,11.339999999999556,-1698.799999999994,-673,24,24,608.37,12.036000000001332,-1942.3460000000057,1028,118,118,49.42,17.345999999999652,292.91400000000124
2015-09-30,-0.5183552664149941,18.211861120179993,435119.1179978003,424068.74,1182118.6112018004,1068,83,83,110.16999799999999,31.74750414999966,1200.4478358500119,1153,59,59,143.69,10.354500000000309,2800.1654999999996,-697,30,30,603.28,25.170000000000982,-9649.119999999952,910,94,94,49.81,14.005999999999952,464.95399999999927
2015-09-29,-0.35152089354000554,18.73021638659499,448129.95583595027,432543.19,1187302.1638659502,985,46,46,112.83000200000001,9.498995400000133,-3356.7429354000137,1094,77,77,141.99,18.903499999999877,-32.79350000001226,-727,5,5,597.28,6.804999999999836,-76.91500000002952,816,117,117,49.05,21.937499999999837,-48.7575000000003
2015-09-28,0.6377310863500066,19.081737280134995,447943.1209233502,435459.48,1190817.3728013502,939,62,62,113.849998,14.477015499999833,-2092.68413649999,1017,71,71,144.42,13.276999999999227,-2891.576999999976,-732,-23,-23,610.34,23.885499999999457,12441.18450000003,699,77,77,50.63,10.972499999999759,-1079.6124999999975
2015-09-25,1.1162902642349934,18.444006193784986,455702.8428148503,433886.73000000004,1184440.0619378502,877,-9,-9,116.440002,2.308498650000027,-243.6793576500033,946,19,19,145.55,4.864000000000113,928.9359999999909,-709,29,29,629.77,24.533999999999445,9665.805999999948,622,60,60,50.17,8.99999999999983,811.839999999997
2015-09-24,-0.1692863497899947,17.327715929549992,461587.78929550026,461840.39999999997,1173277.1592955003,886,21,21,113.25,3.590997900000082,621.3590021000059,927,53,53,142.6,10.123000000000435,741.3069999999998,-738,3,3,616.64,1.6395000000000437,-2523.199499999956,562,74,74,49.66,9.989999999999748,-532.3299999999969
2015-09-23,0.02254288670000123,17.497002279339988,465356.4827934003,461168.76,1174970.0227934003,865,20,20,113.629997,3.6600030000000743,787.5383669999934,874,26,26,144.21,4.277000000000248,-671.5370000000092,-741,0,0,622.05,0.0,244.53000000003033,488,55,55,50.4,7.122499999999931,-135.1025000000022
2015-09-22,0.6070833059600018,17.474459392639986,466829.7022364003,461413.29000000004,1174744.5939264002,845,12,12,113.379997,2.2259993999999894,-1509.7134403999964,848,25,25,144.62,5.075000000000216,-1696.9749999999863,-741,-7,-7,627.0,4.392500000000223,9384.2775,433,58,58,49.95,7.945999999999945,-106.75599999999932
2015-09-21,-0.13750568420000403,16.867376086679982,468248.3016998003,466412.96,1168673.7608668,833,8,8,113.66999799999999,1.77199999999998,1462.5496580000001,823,37,37,145.39,8.140000000000168,1580.609999999999,-734,-1,-1,634.4,0.7490000000000009,-4539.05900000004,375,55,55,50.82,7.5074999999998155,120.84250000000077
2015-09-18,0.6500952152899989,17.004881770879987,474481.02018380037,461240.25,1170048.8177088003,825,26,26,112.209999,6.20099610000006,-349.4918470999972,786,24,24,146.05,5.255999999999995,-2808.2759999999967,-733,9,9,636.79,8.045999999999845,10052.393999999984,320,54,54,50.7,9.774000000000166,-393.6740000000002
2015-09-17,-0.7599517793999984,16.354786555589993,476455.64715390024,477031.8,1163547.8655559001,799,0,0,115.660004,0.0,-1989.5147940000065,762,11,11,148.1,1.84249999999995,-204.17250000000772,-742,7,7,637.79,2.6705000000003567,-5149.980499999969,266,35,35,52.61,5.109999999999978,-255.85000000000113
2015-09-16,0.02321014865999708,17.11473833498999,478946.55015390017,476349.02,1171147.3833499001,799,8,8,116.25,1.6440004000000272,102.46998659999764,751,13,13,147.84,2.7104999999998993,654.1394999999966,-749,14,14,635.47,11.843999999999733,-645.6240000000241,231,36,36,52.26,5.8140000000000835,121.11600000000078
2015-09-15,-0.6843515737499978,17.09152818632999,488188.28265430016,484611.82,1170915.2818633001,791,15,15,115.93,3.022498499999898,754.9482625000082,738,25,25,146.6,4.95000000000033,1358.7399999999966,-763,16,16,626.7,6.7440000000002325,-9141.803999999984,195,44,44,51.18,5.499999999999938,184.60000000000053
2015-09-14,0.15701032271499765,17.775879760079988,487395.16915280017,485503.96,1177758.7976008004,776,-1,-1,116.58000200000001,0.22249984999999697,855.7467271499977,713,21,21,147.37,4.021499999999923,-1230.381499999999,-779,7,7,625.7,3.6260000000000447,1967.7339999999783,151,46,46,51.08,5.795999999999828,-22.99600000000037
2015-09-11,-0.13665762820999527,17.618869437364992,497710.2051506503,491855.22,1176188.6943736505,777,6,6,111.790001,1.613999100000035,1277.3452179000024,692,14,14,145.91,3.254999999999905,810.4450000000111,-786,24,24,619.75,17.67599999999893,-3453.3959999999665,105,41,41,51.01,6.5804999999999,-0.9704999999996877
2015-09-10,-0.4403898237000017,17.755527065574988,498443.2206557503,503293.5,1177555.2706557503,771,61,61,110.269997,19.062500000000348,1839.4362629999937,678,40,40,145.85,12.379999999999654,735.3199999999856,-810,-10,-10,613.1,9.460000000000036,-6995.959999999996,64,41,41,50.56,7.974499999999856,17.30550000000001
2015-09-09,-0.16146496912000305,18.195916889274994,506264.5274727503,490176.0,1181959.1688927503,710,8,8,113.760002,1.6959992000000057,-1546.8931911999946,638,0,0,148.74,0.0,-1390.839999999986,-800,25,25,621.22,17.737500000000637,1370.2624999999503,23,33,33,52.4,4.718999999999976,-47.17899999999989
2015-09-08,-0.7475869361249944,18.357381858394994,506773.9599879503,507611.0,1183573.8185839504,702,23,23,111.75,4.530994249999882,2072.509638749993,638,21,21,145.86,4.284000000000281,2202.496,-825,15,15,612.49,7.665000000000873,-11701.514999999938,-10,40,40,51.4,6.3599999999999,-49.35999999999966
2015-09-04,0.21677180246999578,19.104968794519987,522196.95998220023,507117.50000000006,1191049.6879452004,679,47,47,108.970001,11.1389953000003,-692.2429752999958,617,23,23,144.57,4.89899999999999,-1854.4290000000074,-840,-4,-4,600.0,3.7780000000001563,4633.221999999962,-50,42,42,51.13,6.55199999999989,81.16799999999975
2015-09-03,0.648016832260002,18.888196992049988,502345.8480245002,511589.68,1188881.9699205002,632,52,52,112.489998,13.5459974000001,-1266.3816774000015,594,54,54,146.05,10.529999999999939,963.089999999994,-836,-20,-20,617.0,16.629999999999654,6799.810000000027,-92,35,35,51.96,5.319999999999986,-16.349999999999937
2015-09-02,-1.0380472925200057,18.240180159789986,545308.6739179002,507873.69,1182401.8015979002,580,14,14,110.230003,4.563997199999955,2639.893074800002,540,0,0,144.74,0.0,1279.8000000000025,-816,73,73,605.59,75.77399999999913,-14149.97400000006,-127,44,44,51.81,9.041999999999968,-150.19200000000046
2015-09-01,1.1782018939050047,19.278227452309995,505994.7239571001,540146.0499999999,1192782.2745231004,566,101,101,110.150002,22.87649494999959,-2611.907060950002,540,97,97,144.91,20.078999999999937,-2544.41899999999,-889,-100,-100,602.36,100.5999999999949,16499.34000000004,-171,5,5,52.4,0.7349999999999852,439.0049999999999
2015-08-31,0.9391015967149996,18.10002555840499,551303.4346540503,497211.73,1181000.2555840502,465,1,1,112.029999,0.18849985000000516,-245.3780328500017,443,10,10,147.38,1.5099999999998772,-35.38000000000147,-789,64,64,627.54,45.82399999999907,9706.506,-176,36,36,53.13,4.931999999999965,-34.73199999999927
2015-08-28,0.5665079888900016,17.16092396168999,501875.7591529003,549009.5,1171609.2396169004,464,62,62,112.16999799999999,16.1820030999999,201.9993889000053,433,66,66,147.75,17.52300000000057,-207.8630000000021,-853,-89,-89,632.82,104.9755000000047,5635.904500000014,-212,6,6,53.09,0.9809999999999861,35.038999999999255
2015-08-27,-0.6751332046800012,16.59441597279999,564626.0605320005,498783.96,1165944.1597280004,402,-51,-51,112.230003,17.44198980000011,1410.5564531999935,367,-37,-37,148.5,12.653999999999638,729.226000000002,-764,136,136,639.4,235.6880000000052,-8570.128000000008,-218,61,61,53.19,12.596499999999814,-320.9864999999989
2015-08-26,-3.587243451640005,17.26954917747999,516766.46086880035,580344.12,1172695.4917748005,453,88,88,107.089996,42.284004399999546,2358.267983600004,404,79,79,144.09,33.535500000000035,2038.1544999999928,-900,-87,-87,610.35,166.77900000000062,-39609.54900000005,-279,-8,-8,51.41,1.9480000000000246,-659.3079999999997
2015-08-25,0.12567080073000672,20.856792629119997,583216.0270212004,486732.25999999995,1208567.9262912003,365,-78,-78,111.110001,73.32001169999957,776.1980073000014,325,-17,-17,146.94,6.323999999999853,-763.0839999999969,-813,172,172,614.91,438.1699999999984,1348.3800000000626,-271,84,84,52.7,31.206000000000266,-104.78600000000009
2015-08-24,1.5322972340000007,20.731121828389988,547506.5669549003,598636.5499999999,1207311.2182839005,443,103,103,94.870003,42.4875,-90.33716000000122,342,54,54,143.47,17.52300000000033,-1566.962999999999,-985,-159,-159,573.0,236.2739999999948,16013.356000000007,-355,-41,-41,49.13,7.113500000000115,966.9164999999992
2015-08-21,2.529361550780001,19.198824594389986,544820.1652639004,522738.88000000006,1191988.2459439004,340,4,4,110.43,0.9440002000000277,-2334.6639922000004,288,5,5,151.5,0.8525000000000489,-1092.3325000000007,-826,-24,-24,639.78,26.508000000000173,28177.392000000014,-314,0,0,54.4,0.0,543.219999999999
2015-08-20,1.0551161000149951,16.669463043609987,535228.0497641002,536131.28,1166694.6304361003,336,1,1,114.08000200000001,0.19199984999999345,-792.2219998499997,283,5,5,152.74,1.0649999999999977,-357.30500000000035,-802,-16,-16,655.46,11.847999999999592,11185.251999999951,-314,-8,-8,56.03,1.1840000000000146,515.4360000000006
2015-08-19,-0.4674294347999985,15.614346943594992,544559.8387659503,536909.3999999999,1156143.4694359503,335,-9,-9,116.099998,1.543500000000003,-504.292848,278,-7,-7,155.15,1.1445000000000336,-582.624499999998,-786,9,9,656.6,5.643000000000393,-3759.0929999999867,-306,14,14,57.18,1.764000000000047,171.71599999999907
2015-08-18,0.3542367647400006,16.08177637839499,526988.4637839503,540039.35,1160817.7637839506,344,6,6,116.43,1.2450005999999747,-223.90635260000025,285,6,6,155.51,1.197000000000037,-81.8970000000032,-795,-23,-23,661.9,13.960999999998808,3778.0290000000073,-320,6,6,57.67,0.8579999999999957,70.14200000000193
2015-08-17,-0.2400197763799996,15.727539613654992,551721.9647845502,529024.66,1157275.3961365502,338,-21,-21,116.040001,4.514995800000142,402.7667362000015,279,-15,-15,155.2,2.722500000000082,145.26750000000038,-772,39,39,656.8,17.94000000000053,-2900.4599999999987,-326,36,36,57.16,4.5720000000000365,-47.771999999999686
2015-08-14,-0.024496702434997377,15.967559390034989,522202.8142593502,553771.8999999999,1159675.5939003504,359,27,27,114.32,5.211001350000015,307.98797564999865,294,16,16,155.0,3.0160000000001674,198.02400000000173,-811,-52,-52,655.01,38.584000000002746,-656.8339999999723,-362,5,5,57.18,0.7749999999999986,-94.14500000000186
2015-08-13,0.18401439341999196,15.992056092469989,555159.1802607,519285.66000000003,1159920.5609247,332,-36,-36,116.040001,14.022001800000032,-15.100565799999663,278,-31,-31,156.06,7.083500000000077,-313.2035000000009,-759,42,42,659.32,30.89099999999912,2339.6789999999205,-367,54,54,57.03,10.610999999999942,-171.2310000000008
2015-08-12,0.22559099595000262,15.808041699049998,509487.6877265002,552266.6699999999,1158080.4169905004,368,45,45,112.529999,15.412495499999935,671.7874594999998,309,22,22,154.26,3.442999999999995,224.90700000000174,-801,-77,-77,663.08,87.12550000000392,1067.194500000023,-421,-18,-18,56.94,2.7089999999999916,292.0210000000016
2015-08-11,-2.5512549075199975,15.582450703099996,560411.8476770002,501633.63999999996,1155824.5070310007,323,-36,-36,117.809998,9.827998200000172,-2090.8790751999995,287,-23,-23,155.96,3.8524999999998957,-377.90250000000236,-724,109,109,669.2,77.33550000000278,-23527.765499999972,-403,68,68,58.01,8.942000000000082,483.9980000000008
2015-08-10,0.30373083699999437,18.13370561061999,525074.1057472005,555563.63,1181337.0561062002,359,33,33,116.529999,6.187500000000188,1468.2838699999973,310,28,28,156.77,5.473999999999638,453.6259999999988,-833,-58,-58,639.48,43.413000000000736,1506.8369999999502,-471,1,1,58.26,0.15850000000000222,-391.43850000000253
2015-08-07,0.5664959520599996,17.82997477362,569308.9887142004,519691.01999999996,1178299.7477362005,326,-4,-4,114.58000200000001,0.8759993999999779,124.06402060000019,282,-13,-13,155.89,2.1840000000001565,-346.173999999997,-775,57,57,640.23,43.120500000002906,5816.02949999999,-472,80,80,58.18,12.239999999999782,71.04000000000264
2015-08-06,0.07233683860000176,17.263478821560003,517091.1692056004,566780.96,1172634.7882156007,330,45,45,115.970001,16.51500899999992,-131.26661399999892,295,45,45,157.13,9.135000000000389,-440.5850000000036,-832,-70,-70,645.0,58.450000000000955,942.1500000000199,-552,-4,-4,58.82,0.5299999999999955,353.07000000000033
2015-08-05,-1.162034913854999,17.191141982959998,590980.1392596004,522749.88,1171911.4198296003,285,3,3,112.949997,0.9674995500000165,220.70336144999936,250,-19,-19,159.1,3.7524999999999356,99.7475000000029,-762,114,114,634.33,55.0050000000057,-11705.984999999991,-548,145,145,58.94,18.704999999999472,-234.81500000000105
2015-08-04,-0.0003392130399977134,18.353176896814993,518658.93925015046,591742.71,1183531.7689681505,282,56,56,117.41999799999999,19.74000840000017,-1034.2206304000003,269,49,49,158.4,14.577499999999555,-297.9775000000031,-876,-110,-110,628.42,53.4599999999964,1356.6000000000272,-693,-34,-34,58.37,4.624000000000047,-27.794000000000835
2015-08-03,-0.5738182305750016,18.353516109854997,608588.3006465504,522018.82000000007,1183535.1610985505,226,-29,-29,121.5,5.408492750000045,-645.9688057499995,220,-32,-32,161.7,5.488000000000466,-736.3680000000014,-766,119,119,625.34,55.98949999999913,-4313.459500000018,-659,196,196,58.62,24.20599999999971,-42.38599999999699
2015-07-31,0.6149128693050012,18.927334340429997,503095.0126393003,603648.15,1189273.3434043005,255,39,39,122.599998,5.577001950000133,-287.3968069499985,252,41,41,161.4,7.48250000000042,234.03749999999997,-885,-162,-162,631.38,122.87700000000059,5858.40300000001,-855,-66,-66,58.79,9.075000000000095,344.0850000000011
2015-07-30,-0.04658773182500603,18.312421471124992,622892.6840632503,503818.89,1183124.2147112505,216,-55,-55,122.32,8.88250825000003,-179.65131825000103,211,-53,-53,160.5,10.891500000000338,-69.59149999999956,-723,163,163,630.0,103.58649999999288,-266.1765000000601,-789,333,333,58.73,45.28800000000046,49.54200000000046
2015-07-29,-0.388348794614997,18.359009202950002,488088.0225715005,625998.22,1183590.0920295003,271,43,43,123.150002,7.224002149999779,-103.02394615000051,264,64,64,160.0,11.807999999999447,265.9519999999992,-886,-211,-211,628.8,121.5359999999998,-3434.7159999999644,-1122,-100,-100,58.56,13.600000000000136,-611.7000000000045
2015-07-28,-0.21709809910000005,18.747357997564993,637094.7806596502,483554.14,1187473.5799756504,228,-90,-90,123.379997,15.704991000000575,178.27500899999924,200,-34,-34,159.91,6.086000000000263,218.47400000000349,-675,202,202,632.83,159.57999999998805,-1784.2200000000043,-1022,574,574,58.45,83.23000000000098,-783.5099999999986
2015-07-27,-0.3864271643200032,18.964456096664996,481941.70192065014,642611.18,1189644.56096665,318,74,74,123.089996,14.207985199999735,-460.0086431999985,234,112,112,159.0,25.312000000000538,-100.43200000000213,-877,-262,-262,621.0,362.21500000000714,-4277.835000000033,-1596,-213,-213,57.9,36.63600000000058,974.0040000000018
2015-07-24,1.3377076618400006,19.350883260984997,647372.6326098503,464671.5,1193508.8326098504,244,-104,-104,125.32,20.955989599999292,-165.35738160000025,122,37,37,161.29,9.101999999999503,-234.38199999999833,-615,150,150,647.0,184.724999999994,12150.075000000019,-1383,959,959,59.7,154.39899999999994,1626.7409999999875
2015-07-23,1.419563307520005,18.013175599144994,461777.30459945014,633089.74,1180131.7559914503,348,8,8,126.199997,2.2040007999999487,-30.92292479999843,85,110,110,160.27,29.5349999999994,96.56499999999846,-765,-302,-302,661.27,326.7639999999912,13054.876000000035,-2342,205,205,60.29,35.87500000000058,1075.115000000014
2015-07-22,-1.267022426980002,16.593612291624993,666330.4325762502,464247.03,1165936.1229162503,340,-716,-716,121.989998,164.67967779999555,-8317.040769799996,-25,255,255,162.73,80.70749999999907,73.99250000000177,-463,-233,-233,660.89,241.15500000001379,-477.08500000003795,-2547,5442,5442,59.12,682.9710000000052,-3950.0909999999885
2015-07-21,-0.9985014187199942,17.860634718604995,377739.4471860502,670138.5,1178606.3471860501,1056,256,256,132.850006,54.656051200001095,-1648.263187200006,-280,-95,-95,164.34,17.289999999999395,1981.1100000000029,-230,-930,-930,655.21,830.9549999999949,-7928.654999999937,-7989,-2136,-2136,58.8,285.1559999999926,-2389.2060000000015
2015-07-20,-1.127367880709997,18.859136137324988,241198.04577325008,376494.75,1188591.3613732501,800,326,326,130.970001,53.95295110000294,1465.9546929000066,-185,-46,-46,172.79,10.16600000000043,-128.63600000000184,700,-345,-345,659.24,542.8575000000201,-12202.907499999976,-5853,-2148,-2148,58.96,273.86999999999205,-408.08999999999855
